COUNTY,STATE,ZHVI_2020,ZHVI_2021,ZHVI_2023,WFIR_AFREQ_2020,WFIR_EXPT_2020,WFIR_RISKS_2020,WFIR_AFREQ_2021,WFIR_EXPT_2021,WFIR_RISKS_2021,WFIR_AFREQ_2023,WFIR_EXPT_2023,WFIR_RISKS_2023
Bristol County,MA,347534.6327296495,400323.1344769129,458210.3274581409,5.2811377622e-05,73006920148.41306,6.135459546644229,5.2811377622e-05,74951359495.72621,6.271824198504943,1.6544671347e-05,502868435576.4269,53.48393254852052
Delaware County,PA,234854.44517992865,269258.8181339432,314785.69479010656,0.000139664508607,4564148349.701854,2.187671659894178,0.000139664508607,4685948065.240407,2.177969126117794,0.000121840172215,26624610259.332607,39.802736239261854
Union County,NJ,417774.4997532116,471682.8822363413,536557.1047998072,6.5494243176e-05,8050597079.438669,3.583223307475612,6.5494243176e-05,8264536153.10888,3.570311879897362,3.5172815006e-05,41800795427.2072,22.208081450843142
New Castle County,DE,252075.12334314303,283821.6354078968,325254.97079280374,0.000220131847728,18023818563.87403,5.355313646066488,0.000220131847728,18505245546.165462,5.341341162196538,0.000667524143947,129295376196.26347,71.77855552020362
Dane County,WI,307572.7042078951,341347.34630449297,397368.0756048673,7.6854974391e-05,52209466817.2023,3.977882739518716,7.6854974391e-05,53621825075.37805,3.895375511374685,0.000167216745351,239322673155.99,73.05122494432071
Pasco County,FL,218152.3210046019,263055.77000064607,341626.58224563696,0.002413381428802,341493927827.7855,30.54528034594039,0.002413381428802,350628674114.9724,30.53381936892561,0.003334944262048,541997801000.2708,96.81832643970728
Stanislaus County,CA,339116.47224221705,400745.5443864628,439180.83926513634,0.005425340375922,11490311610.271288,16.366024668297133,0.005425340375922,12362020956.536207,16.373825968861603,0.00779568551464,37654363674.35868,94.4957047406936
Lancaster County,PA,243775.6763309268,275480.4465593721,328357.225876028,1.6931914892e-05,114801770.23501389,0.435222184434724,1.6931914892e-05,117946444.23826247,0.433041684277363,1.0117800048e-05,811051656908.0319,54.470251352211264
Ramsey County,MN,260939.7345853616,290538.8196271852,310658.8541704539,5.8486047967e-05,47910406941.284096,8.197712208483871,5.8486047967e-05,49181360846.21012,7.529095301508155,9.3482674254e-05,296375947742.16833,68.08781419026408
Volusia County,FL,219028.11767408336,256970.07550837635,327667.36504801485,0.006615462453209,334110732941.0501,47.566302512653024,0.006615462453209,343099367502.201,47.52877982100552,0.005313971216128,597163156112.5874,98.21826280623608
Summit County,OH,144443.42916275244,163278.93708912903,187545.3936946296,7.41073726e-07,207991422.88489348,0.325650619575629,7.41073726e-07,213542418.75802672,0.3185728764495,1.0006063075e-05,1535684741551.8586,64.1107222398982
Guilford County,NC,179952.12949242882,208126.42171349144,252809.41846662213,9.0085798408e-05,7788083153.040896,3.684300634308789,9.0085798408e-05,7995947629.154701,3.501487752235592,1.3859496245e-05,1062642863368.8,64.3652561247216
Montgomery County,OH,126666.49518502958,144600.28018104009,168892.57735433665,1.1077924351e-05,732766093.595468,1.007722424378199,1.1077924351e-05,752386202.982766,0.985313654960662,9.999999747e-06,1263664404773.922,62.61533566656061
Chester County,PA,372739.7509278599,417612.2638823935,493546.654706433,9.2573237756e-05,2893491984.712301,0.876722114440494,9.2573237756e-05,2970807687.3863115,0.873945843863713,2.0734065617e-05,159326211326.80368,44.95704740693605
Spokane County,WA,287221.09900411224,351789.9099081415,397765.0361944178,0.000986039544396,88381944574.23573,13.938672425957508,0.000986039544396,90752840828.1383,13.935531078417103,0.002071529376573,362502132839.30566,94.65478841870824
Plymouth County,MA,415744.3640928104,480380.2821635799,553661.6340444257,6.7731117123e-05,264286208200.67416,7.037700807730709,6.7731117123e-05,271328035447.55923,7.198841616850146,4.4536939253e-05,624306992981.3431,69.01049952274897
Camden County,NJ,202076.00295899983,238309.64011860653,292899.8210307428,0.000780890894585,51599108234.156525,11.84924620791103,0.000780890894585,52971469735.7852,11.809542730855032,0.001242868848053,232938251420.6873,89.24594336621062
Passaic County,NJ,375326.1894196924,424593.8181676645,486159.2620651063,0.00016459471969,1873751205.2919047,3.053453271073024,0.00016459471969,1923607361.3365216,3.042248085043058,3.6197723779e-05,28592943903.005684,11.867642379891825
Sedgwick County,KS,145929.3207700523,161187.7285233283,194854.9327667215,0.000151662897725,126294856690.6732,9.630469300072829,0.000151662897725,129674174806.16292,9.694476313037798,0.000150054295704,608357433554.2257,80.08272351256761
Greenville County,SC,222018.89030780885,251138.9162888079,310042.88394173555,0.000147675151649,15291188817.45526,3.254913948046753,0.000147675151649,15699817549.578644,3.24888649768253,3.8371801409e-05,481052534712.9344,57.81100859051861
Kane County,IL,238646.50978203988,266388.477314422,310520.8142179371,8.47986633e-06,10752881993.380993,1.906204885511128,8.47986633e-06,11038419670.64408,1.879985784604379,4.9286661576e-05,185113955559.15848,49.634107540566326
Adams County,CO,373927.0843612768,434674.70756945614,485464.1238660379,0.000218017273364,5376505639.488514,3.451515509629019,0.000218017273364,5524556957.798402,3.448886176582665,0.000192419831088,234854226744.9163,65.12885777919185
Morris County,NJ,468262.82460490527,515724.42526630894,586562.111393998,0.000188169087676,9066639270.586235,1.566984763774059,0.000188169087676,9305828983.001991,1.563147934350191,7.7594385288e-05,48962424763.76102,38.43461660833599
Clark County,WA,386012.7541067479,452993.7621407111,516076.9863478129,2.9028842544e-05,3789645169.2615857,1.228697286762041,2.9028842544e-05,3890963269.3434086,1.228618737004234,1.3248574891e-05,350670050553.09937,39.89818644607063
Lake County,IN,165036.55869767777,189077.249044476,219885.09963187765,7.457030963e-06,20660849409.52932,3.249749597839668,7.457030963e-06,21211543751.84892,3.184350474406719,0.000216808798756,119738610093.31725,69.36048361438117
Richmond County,NY,584512.3014040714,598835.332970362,652712.0342168036,2.9580972488e-05,3810764078.828596,2.572678276635521,2.9580972488e-05,3911093484.6407633,2.568640497707701,4.3564686299e-05,68527040077.32835,37.161947184218896
Sonoma County,CA,656786.2288620704,723407.8819853486,776934.9623585823,0.004158701242063,330356375271.3189,36.5548838160356,0.004158701242063,339522700841.0734,36.2209127315228,0.003782755681072,521402837302.5136,98.75914731148583
Polk County,IA,201675.8925579353,221007.90115378684,252967.3716629881,3.0149943152e-05,55787940300.88237,4.040481878772668,3.0149943152e-05,57280471926.75641,3.964195148197724,4.0591914345e-05,674302416059.0769,61.6608335984728
Ada County,ID,358504.3775837151,486288.1075643615,489714.1097774976,0.021692045667157,112287629507.50851,19.88192881324376,0.021692045667157,115366692288.88496,19.843726334147064,0.017664652980975,276200579312.4802,99.10913140311804
Washoe County,NV,391595.94537245954,475271.0800554932,515871.1147831384,0.006651155488243,199947860555.1003,33.86263793511977,0.006651155488243,205273324829.19644,33.84233556145374,0.004852041534158,418170353164.5568,97.6455615653834
Prince William County,VA,412785.8742874163,466674.11674290913,523145.6476610562,0.000142894813532,2538817575.5714707,1.021878580153575,0.000142894813532,2606326521.3654714,1.004344160159085,2.5453176051e-05,240605234197.74567,33.66210626789691
Knox County,TN,206204.44666527747,245586.0131816677,330036.319390047,0.001175757606569,1256307737.9777927,2.897731733167523,0.001175757606569,1289816211.7962844,2.832356225772208,0.000293852066724,95329708465.17146,51.9249125039771
Onondaga County,NY,154460.56692071,175547.89421451933,211565.43645731607,1.783294555e-05,12511338175.909803,2.238754423446611,1.783294555e-05,12846119958.430548,2.191426684973375,3.2228475482e-05,265771718198.1533,57.46102449888642
Tulare County,CA,243783.5152479557,285106.8230183593,328956.6617540789,0.003834578951541,69851572700.79422,35.216095148109176,0.003834578951541,71710188396.9844,35.23350218701041,0.004927572022112,133406225020.98029,97.5501113585746
Seminole County,FL,271335.01901149977,308993.25864586706,393738.4427438081,0.006869751023119,158283030839.93307,23.307897300375743,0.006869751023119,162499891289.42523,23.29129110641919,0.005078651324862,295472759314.94214,95.95927457842824
Hampden County,MA,223489.73213055296,256344.0780482228,296235.90139618627,4.6107925069e-05,33999198831.54313,5.394754963792898,4.6107925069e-05,34904323864.339294,5.522335919277103,4.5878456145e-05,250524732744.3332,50.68405981546293
Burlington County,NJ,259224.9305797552,294217.90206789394,355904.3069913915,0.00287386677787,129830545355.48802,10.7835519926585,0.00287386677787,133286757570.98663,10.827887760167451,0.001814033431807,406299567929.2999,95.16385618835508
York County,PA,196997.33340682168,221907.5577319844,261462.9602855121,1.3905816423e-05,488338600.4109467,0.442741915144059,1.3905816423e-05,501412792.55097806,0.440762722592228,1.0032163673e-05,1159992353130.2102,56.98377346484249
Solano County,CA,463354.6941347996,534390.1195216657,569937.9399930027,0.001465410442671,60324123711.3617,15.797922985787135,0.001465410442671,61946563234.5489,15.6457129224035,0.002428943174953,96252461661.2664,88.06872414890232
Santa Barbara County,CA,622571.9609653517,732865.0512936806,897338.6007627384,0.006380684755642,151466908179.5585,37.49837553874781,0.006380684755642,156063402931.82593,37.46937397138158,0.008108957270694,301451978937.2288,99.52274896595608
Monterey County,CA,600395.9732442157,701116.835619764,785795.5683940194,0.005854304716535,143361189825.52188,38.72937598782045,0.005854304716535,147172979490.70114,38.734719472335385,0.00532460792923,204184524300.39584,97.48647788736876
Dakota County,MN,305026.57561508176,341810.8673131643,369815.369515731,4.1702231261e-05,40173188839.17478,3.168361073426886,4.1702231261e-05,41246869449.94923,3.072428132126935,5.4634334983e-05,425370354230.7354,62.77441934457525
Lucas County,OH,110819.82978420435,126854.82245442014,143404.05556017434,4.708062921e-06,574707946.282432,0.889978980041038,4.708062921e-06,589904994.1184151,0.876424597799954,9.999999747e-06,839747495842.8567,56.12472160356348
Sarasota County,FL,280955.08792976564,338327.49676991976,457483.0463186436,0.005494652861783,159724986479.9862,41.09730567653073,0.005494652861783,163966630032.86032,41.10097430017012,0.003660814479978,325141697477.1519,92.87305122494432
Berks County,PA,192373.3915435816,217809.5138978504,260755.23437428896,3.5327969249e-05,5596622653.682863,2.04302619108425,3.5327969249e-05,5748858636.926905,2.034563037022976,1.0190910905e-05,599303873662.1875,51.32039452752147
Pinal County,AZ,248131.7299660321,323499.24291322194,368202.66892479616,0.0040754719671,327449326797.1276,30.931989646316573,0.0040754719671,336283810947.6137,30.93483976297532,0.002458499918409,764141224055.2812,98.44097995545656
Hillsborough County,NH,309494.27990654047,361395.6183100433,437081.451771515,0.000116620654743,209309847327.5332,6.50822644692211,0.000116620654743,214878133085.5196,6.384612238363532,0.000230865977106,452961343292.26025,78.96913776646515
Cameron County,TX,130175.56990451504,152958.44378004788,190164.2870222934,0.000139068498318,30193460261.176888,11.378224680106683,0.000139068498318,31006243468.682777,11.35951720798198,6.2364951819e-05,440365648253.5584,63.28348711422208
Clackamas County,OR,459460.20197198034,534093.9128870566,591246.3963353913,0.001491739552769,43420831331.6898,6.717783717225771,0.001491739552769,44588159739.52664,6.737574202308267,0.000270206053337,254401002578.5081,81.76901049952275
Richland County,SC,165742.16730821723,188822.02682552068,232940.63299790688,0.000206217787282,37216122946.59565,5.06610100711623,0.000206217787282,38210879854.35826,4.94370470666096,3.0435038294e-05,477082659459.36,57.97009226853325
Mobile County,AL,138352.94711563335,154876.4300353887,181380.81674216263,0.001672108544542,196859787352.2204,24.33141092224548,0.001672108544542,202122796583.7241,23.790015147623027,0.002546159533125,278205077857.8234,94.94113903913455
Loudoun County,VA,559576.4857160352,633339.943824977,714713.31313018,0.000381710009345,7504923791.821885,0.001586062502642,0.000381710009345,7704215598.061415,0.00156492253191,0.00033085107721,77199336532.31749,58.44734330257716
Genesee County,MI,122701.56485818734,145073.63151823136,161307.5961499319,1.3826501631e-05,4092630286.5379214,1.516996495265626,1.3826501631e-05,4201979715.8385696,1.483340065243897,2.2823395501e-05,226798963371.86008,41.42538975501114
Waukesha County,WI,332276.90994362393,365106.7828974248,414854.2758776502,5.6543230226e-05,53145693785.2376,2.755432329675196,5.6543230226e-05,54558020132.99947,2.710667887863154,9.8497461522e-05,419682500393.93774,68.78778237352847
Charleston County,SC,350347.84682984673,408777.49871965294,535480.4970886416,0.001945331169057,321598642823.20514,27.346255441691767,0.001945331169057,330141743485.7966,26.90482553726,0.000934388444655,592401222768.9283,93.6684696150175
Placer County,CA,521599.3987259826,616594.878368938,658664.1239047678,0.005900954161869,216653483304.1424,21.488420926281805,0.005900954161869,222410294780.66983,21.48817088999652,0.00391111606608,418318499264.09845,98.09099586382436
Orange County,NY,280949.5827734865,327882.9149879213,394709.7374527164,0.000197928084486,65521161275.387886,6.446238929907871,0.000197928084486,67271078441.49293,6.436840880035535,0.000235840401476,112409555241.08028,60.324530703149854
Pulaski County,AR,154550.5407547223,169771.12900949045,190490.9450804336,0.000189787854788,3096367518.1445146,2.759948660482208,0.000189787854788,3179085962.428805,2.691542575800198,0.00013014678422,381761660103.7644,64.71524021635379
Manatee County,FL,281776.41203046823,334469.35118824063,453782.8701243571,0.002947587716698,123036444149.44348,24.71349131884292,0.002947587716698,126461175063.53123,24.766005787882456,0.004236463256942,341108821124.26215,90.83678014635696
Butler County,OH,197231.5024169016,226463.97835603845,266147.27451022656,4.9698884176e-05,20299675347.924488,2.765416365368619,4.9698884176e-05,20842669625.88955,2.705854201437109,5.0784082148e-05,704221329170.9435,61.97900095450207
Mercer County,NJ,276547.84977744607,309930.26594647265,375917.2040192735,0.00029340707196,15040260488.233868,4.846947988897966,0.00029340707196,15439070421.691883,4.832256893423716,0.000622520924605,108183491037.5899,79.22367165128857
Madison County,AL,210844.4170866638,251947.25700771905,298843.3624196325,0.000165095857389,1099168618.21516,1.406452079513718,0.000165095857389,1128498591.7411397,1.378789014972288,1.0099634698e-05,875347428559.4691,54.279350938593694
Allen County,IN,155447.18284571043,178158.92955104343,216235.1754626952,6.750690225e-06,175885265.1338221,0.420090838270879,6.750690225e-06,180568869.56887665,0.413356177214155,9.999999747e-06,1228230086382.8445,59.62456251988546
Forsyth County,NC,181486.670678794,211064.6803767984,256088.3264391463,7.0433965978e-05,7231307030.652839,3.732520251529475,7.0433965978e-05,7423805774.369299,3.557872684145907,1.492311203e-05,619976727792.1843,58.033725739739104
Lane County,OR,325143.3464892907,383590.66400941816,433948.8316040273,0.00079556399505,13460256135.236233,4.197908859348312,0.00079556399505,13822642437.347927,4.199176845606611,3.1651676527e-05,148620666468.67508,47.88418708240536
Osceola County,FL,249659.7613376053,285337.4546812789,375981.7991641129,0.014047039492801,231031604677.81253,45.05511703973357,0.014047039492801,237240642183.5563,45.00642800938582,0.010037867311643,359844126665.76447,97.77282850779508
Lake County,FL,244064.7963249824,280167.70144208096,359558.15696636616,0.005454249968543,384910445209.008,43.14689913897604,0.005454249968543,395275628943.8488,43.11169406796236,0.005815673810765,524891908244.08936,98.40916321985364
Stark County,OH,140845.10573209435,157462.7099939723,180172.2850284807,2.55776429e-06,2904737566.4817886,0.97668495837039,2.55776429e-06,2982637636.0333247,0.953032117758316,1.0002041567e-05,1429394145250.8347,62.42443525294304
Collier County,FL,354508.7551178113,421754.8859418042,598029.5833712876,0.009313300341402,259767323171.8101,46.49528055655559,0.009313300341402,266770712694.68527,46.528511428860206,0.010294991310499,468448617800.6161,98.4727966910595
Washtenaw County,MI,304431.67974057654,330272.0620455335,367844.42152031214,1.5417997641e-05,2674335808.5243,0.809451473139739,1.5417997641e-05,2745676681.9901023,0.795127493274356,9.999999747e-06,1306428817038.9077,61.81991727648744
Lehigh County,PA,222112.84626258656,254794.6969059912,303402.5572434972,4.4517849315e-05,9503651438.994944,3.15866696060013,4.4517849315e-05,9757929571.15658,3.146611487171282,1.0791626734e-05,374697579570.4972,45.97518294622972
Marion County,FL,174811.0188123919,207419.09779902475,277654.265622021,0.007987326536249,591060859132.843,57.40594418333277,0.007987326536249,606920541045.1755,57.41574820512844,0.004434069443583,803977474880.1818,99.20458160992682
Brazoria County,TX,249353.5103782864,275114.13280252344,319797.21610278165,0.001570525949223,85004826969.01329,10.440786327004252,0.001570525949223,87279142389.4181,10.237243693591362,0.001617189368839,218348632616.32364,87.62328985046133
Bell County,TX,174863.23773183906,206297.7978187682,255997.9917404996,0.001079914644978,110750924577.68236,14.635999706544473,0.001079914644978,113718250497.79878,14.626208485220303,0.000736967505433,573205174858.8743,93.22303531657651
