COUNTY,STATE,2020-mean,2021-mean,2023-mean
Alcona County,MI,155426.82940682548,158519.08646943426,165866.62188068876
Love County,OK,132973.1772241096,151340.410301398,186666.9402712797
Ochiltree County,TX,131499.14389391287,137513.09776880502,115998.80289987252
Perry County,AR,116160.03747458768,131903.39798500467,144036.5713001661
Franklin County,IA,114082.08374407684,125125.84873917514,139411.25044834055
Carroll County,MS,148720.26715230662,168692.78473595306,170729.0007597497
Keokuk County,IA,109198.16580695208,119061.41139083904,130048.894947219
Lewis County,MO,126967.19343746184,145611.83583508545,150741.77416312572
Jackson County,MN,133234.98877014965,148943.71507924562,178052.70204392364
Pulaski County,GA,104505.31619291498,119735.60078729635,150494.806792738
Duval County,TX,,,81919.76695949603
Marshall County,KS,92618.67420747172,104415.62568586205,124243.5275079111
Sabine County,TX,151291.94776459885,172561.57199783347,176249.8355517853
Calhoun County,IA,97738.81225328888,111623.7168294055,128841.55803732762
West Carroll Parish,LA,124093.33971617308,127814.22280792332,125819.26233769684
Tunica County,MS,105934.72350510828,119305.34064316595,121494.27340864344
Montgomery County,MS,92680.5987695695,110555.6767287309,114113.3313930396
Yuma County,CO,185264.4800828375,213938.9747589582,241459.95761528736
Webster County,MS,123326.86888868088,141453.69755822545,152892.22300466264
Scott County,AR,118653.7476912918,135838.7814626371,145674.76039643952
Grundy County,MO,61702.18788017501,73190.1591489486,67209.10273013271
Zavala County,TX,75518.742910704,82928.25518224176,91885.5687532404
Runnels County,TX,107406.15956071552,118142.28049079452,114953.45576420928
Martin County,IN,118077.83610824312,142781.3834439238,171047.1728436798
Parmer County,TX,123578.42297136328,143330.48872093385,143290.53466655008
Lanier County,GA,126368.17469376582,144310.20247160803,181536.31236323013
Switzerland County,IN,146491.20110264042,174064.96559111713,205545.1636245019
Emery County,UT,,,239776.4536900468
Sac County,IA,104971.41463408504,120235.954115705,142711.63382908938
Swift County,MN,126816.68220519496,138910.1371832415,164296.27299771397
McLean County,ND,162517.25354901943,172610.26784125456,183422.70595637013
Marion County,TX,130465.0519047252,141450.9746556795,147162.89684551413
Clarke County,IA,126655.72433452138,143541.46867804838,166872.7658005232
Rock County,MN,200921.09136320537,219283.31876508667,252268.84350921767
Mountrail County,ND,175167.50441621905,190734.35917139685,207502.1396734896
Caldwell Parish,LA,125559.16258554976,130602.47165497822,129623.83423031175
Cumberland County,VA,172474.4713957073,206083.8653769635,246072.4671326023
Stevens County,MN,174218.84038809975,184978.2722873104,199309.0912137304
Linn County,KS,105560.4027243994,124777.39417658457,133637.38740009963
Valdez Cordova Borough,AK,314286.2842822114,341417.7707978248,325426.4979990825
Wilkes County,GA,95104.46402770469,114864.98846155342,146833.4169344436
Grand County,UT,408673.5027236452,499153.2636768487,593614.7319696475
Humboldt County,IA,123289.31676952395,135553.3712578801,148009.18557082696
Yellow Medicine County,MN,118822.40774983323,135513.6133265006,152805.79782971245
Irwin County,GA,90196.38607728778,106351.67255878058,123895.20839476852
Iron County,MO,90224.68824257675,110290.68707854846,130699.11182813716
Wayne County,NE,160030.81204937882,179357.30686184135,208230.38721314384
McCormick County,SC,225750.02795209645,265086.5882101019,324999.99579433113
Cheyenne County,NE,101128.64701112114,115405.93224776111,144914.61131685655
Latimer County,OK,107329.82891386014,124806.69858461962,137249.39990052851
Greenlee County,AZ,131945.17378690816,150923.43948043045,156189.16945520148
Chattahoochee County,GA,104900.13107629342,113778.2877642768,112995.51840758958
Brown County,KS,83926.87997595328,98173.07797440498,118794.74514155091
Jones County,NC,76512.10307435483,94280.53459358629,111533.1512489442
Benewah County,ID,217498.5664172161,275968.8027849429,320433.78865936364
Brewster County,TX,187523.23085882608,216272.73062143443,231408.9701793728
Nowata County,OK,102732.64313980872,119369.48986525393,138105.0578276192
Rice County,KS,74099.55952236133,80075.71441919271,92200.16872828027
Howard County,IA,119287.7302966628,135921.20985503143,165515.43912010518
Emmet County,IA,102110.6485015735,108248.4918681465,116239.2456785835
Clear Creek County,CO,408638.4184892005,492062.5179959289,563574.511269344
Beaverhead County,MT,229861.13161595925,278362.42601623613,335535.4892024132
Deer Lodge County,MT,140076.74752459108,175080.24200582178,239464.499722964
Hamilton County,NE,187488.05163622127,208242.9232179676,243640.98095523703
Clinton County,KY,99510.43566630734,118149.30586194486,140432.7053411023
Pipestone County,MN,133526.5745960123,146595.67975302137,161517.40997009
Charles Mix County,SD,147656.88597649234,168251.35775221392,205902.3858676411
Jasper County,IL,121718.12228797666,136696.18627820467,147485.4465532021
Johnson County,GA,91066.50066558708,100785.84479289904,112863.730868374
Pratt County,KS,82391.6318741057,88675.57168072498,106106.7015108364
Saint Clair County,MO,117595.77369473298,141588.53091217883,181641.1857365709
Kemper County,MS,92936.2624912348,111340.65214706254,119844.65916182044
White Pine County,NV,139389.20657288833,158653.0469002387,171256.41481020997
Forest County,WI,148241.5915735182,166141.8903681455,194183.22626881825
McLean County,KY,95834.10240816072,106274.98877820295,120584.38359898215
Somervell County,TX,266215.64443454915,313190.40816182655,384660.3050535651
Montmorency County,MI,128665.88674815783,145493.64098571733,157231.72036728778
Stephens County,TX,128408.1757777731,144180.37020400056,151163.99688936025
Catahoula Parish,LA,123292.58833854356,121984.21692063466,115796.9232137575
Claiborne County,MS,115085.66319683324,129096.50349875778,97611.3517989109
Seminole County,GA,90342.46427545109,105076.68400945544,119904.8266728292
Terrell County,GA,74388.80572442952,84234.80544458599,101182.82809538046
Marshall County,MN,167460.86191088837,188862.062559052,192438.05997724537
Davis County,IA,147336.49655506882,163378.4576515597,200069.7004086965
Hancock County,KY,124777.55819954434,138217.39432305231,162349.59607868656
Cloud County,KS,71149.72465351711,79846.52479818171,92647.06137015608
Cuming County,NE,156160.27344988426,179069.62300109668,214737.8693178933
Dawson County,MT,136947.38349745143,156663.8311209971,174191.57129022942
Crittenden County,KY,101571.91022938602,111139.98893940548,117107.32547775171
Palo Alto County,IA,113882.02494458896,124684.17647677328,140233.15385575182
Livingston County,KY,98133.82735394491,108511.39147993096,133284.0054916256
Phelps County,NE,153942.36423211877,171030.16908635627,190182.19455176013
Wilkinson County,GA,87172.86638078456,102130.17628957,112013.08077324294
Stillwater County,MT,266893.36264661886,332212.3137478383,397396.8805645643
Alger County,MI,150807.20716461257,172719.2386853243,189116.2267143773
Mitchell County,TX,99334.45078702716,110773.47207172064,100463.7119430019
Richmond County,VA,162255.10778474517,181630.67047113937,215431.36024272835
Oregon County,MO,115469.57035971228,130178.40691987012,153807.74668570282
Turner County,GA,91951.67055631027,106837.52904288372,117117.63632065244
Caldwell County,MO,146536.89144227686,173000.1221314145,193637.8131632712
Wilcox County,GA,88052.64412186369,103717.11570757577,119017.49690579412
Dimmit County,TX,108450.51592267992,114341.80819427557,111624.74727570028
Lee County,AR,93955.13492531986,103233.49506231298,100442.76218950532
Greene County,IA,94214.05331954622,108099.29760270582,133197.01027136922
Sublette County,WY,285412.17098275066,319993.45628820587,400812.210318157
Blaine County,OK,79385.42468616842,86823.88057537764,96733.89590584034
Monona County,IA,104597.79515533255,119473.39539418096,136498.50618866496
Woods County,OK,84936.39605306521,91856.16484424115,103020.59414158894
Modoc County,CA,134609.35611199922,157786.88036035208,179228.04478122146
Clearwater County,ID,178173.48241480932,231913.87471056115,283022.54730241274
Wilson County,KS,65775.9808506657,72733.95065162347,85124.4776190236
Wilkinson County,MS,111054.89645840765,122719.39839070143,108819.4717500767
Perry County,AL,117239.239896933,132829.58503412898,132582.35720710456
Montgomery County,GA,123961.16339445488,144082.1821190888,162426.17542539287
Lyon County,KY,117276.08758102905,132210.31063481388,155191.4866090427
Gallatin County,KY,137119.0228385783,164020.95114975426,195343.0964784932
Jenkins County,GA,81910.33184462816,101202.00369756648,127434.6373603694
Benton County,IN,110360.6356927291,129229.54260112888,156620.80941575646
Ritchie County,WV,89481.9574010551,106326.65191874834,115531.743381817
Quay County,NM,78601.04449806204,86997.57225567139,95210.4230359815
Ozark County,MO,137294.71595024996,159844.97972461974,194733.44146043475
Hancock County,GA,132829.53918762534,161683.71439062405,190429.00960934185
Lucas County,IA,122036.72938001453,137898.47045257676,163420.38304174022
Monroe County,MO,129997.65979444329,151164.0496048422,168390.91924617157
Turner County,SD,177437.74364434645,203370.58747758475,250920.07632976188
Archer County,TX,175455.76734727822,199252.0846963025,222583.3115442825
Platte County,WY,207138.94247692256,225315.6566786744,257610.6506372325
Carroll County,MO,93704.59342678962,109445.42037798492,128911.40559606702
Mathews County,VA,257189.6358702275,279543.58416622307,298856.1933040138
Montgomery County,AR,126381.70895179534,148939.85283125762,174730.43464343934
Clearwater County,MN,161046.16443904076,183063.8888893148,212080.2844551784
Kiowa County,OK,49012.62638321324,56710.574408189386,65092.078086731
Sitka Borough,AK,492482.9567364527,538759.9200121275,499001.3516708577
Trimble County,KY,141424.50094385658,162022.90415090148,190505.4084344255
Madison County,MT,429352.5209911644,554268.7937595962,654539.6495659765
Jack County,TX,158118.06382625163,174948.48516070633,166376.84052508476
Rosebud County,MT,132370.57463182346,158004.61650598093,197856.4935019333
Maries County,MO,164928.82440193353,180516.868136488,219425.6880261128
Johnson County,WY,279304.40959371364,322284.3984475601,386016.8031471404
Knox County,NE,117268.5342191606,132964.31388135967,150187.10568231752
Warren County,IN,144454.42002864892,169188.15558824918,200801.84514370223
Hickory County,MO,115149.58336093942,138555.41974024274,171892.16543008815
Daviess County,MO,149597.92219037208,179584.19295830672,215858.11169669
Webster County,WV,54899.37799125601,66461.0802479918,71918.18106872392
Mercer County,ND,193499.41566645904,195343.4961067152,204243.1839674265
Cedar County,NE,159749.79216002196,179180.3007712829,200885.1078386332
Tyler County,WV,74099.59032138945,86226.37394639589,101129.23372235442
Bracken County,KY,116665.48042571434,139900.39136877083,161403.02666728818
Dawes County,NE,129882.3654818276,141771.43296373455,161769.33890422183
Coffey County,KS,118581.54527600676,134984.31300784406,160048.48284537505
Custer County,SD,294568.37337289547,352882.0168668777,448074.86302710185
Butler County,NE,144666.57855277107,163434.77623089773,193636.7466614726
Lafayette County,FL,161099.63574632464,197723.793127935,233599.3754926539
Perry County,TN,116759.19475792303,141908.3191075642,160797.68931446245
Keith County,NE,146017.16032986986,167539.23088350194,201702.995225212
Prairie County,AR,98041.68423633122,114874.54270222638,128633.64638362027
Allendale County,SC,53331.264147084585,61475.87266117405,66836.26232227801
Atkinson County,GA,101380.69782782916,118003.30588992932,120449.8652502715
Choctaw County,MS,102938.0243658909,122395.2678350925,140392.94755072767
Baraga County,MI,110035.03842750873,127612.31409957126,141184.1250271143
Franklin City,VA,133808.3350011707,157090.95397341877,193227.1316393864
Houston County,TN,138011.6713556095,162672.15809645885,191547.46824327228
Harrison County,MO,76610.32238124832,91404.03339220956,103610.37799414154
Murray County,MN,162588.14364054365,179954.78399992382,206758.33825526023
Hamilton County,TX,139500.47025495963,174338.6075777786,198811.1884498661
Oscoda County,MI,102063.65325508884,116146.86506489111,135658.95518057272
Clay County,WV,85259.89404372848,104435.16087742342,109392.42222589924
Lake County,OR,116364.0982840836,149057.38558062076,172097.99021653202
Graham County,NC,148560.48775598966,181054.546988462,226533.1544144899
Clay County,KS,100851.14543413027,112842.28376046836,130095.4807356128
San Miguel County,CO,906311.4192477064,1155711.8690995548,1475420.6438158427
Twiggs County,GA,70112.55522012275,84739.01586197273,94865.88399893449
Hamilton County,IL,129403.68908803584,126316.39122951668,109836.01404402536
Traill County,ND,185168.2654922937,203585.93059086683,202928.91714872743
Pocahontas County,WV,107941.85444292585,127975.386766258,153578.4791701393
Schoolcraft County,MI,113414.98786872427,134183.5094379709,157578.9345209808
Liberty County,FL,122328.10080779476,145033.4098367532,175702.08938286235
San Augustine County,TX,188438.1117411266,205434.87652775072,187214.9276728136
Lemhi County,ID,225427.8842091517,289288.01701911126,357878.5349494203
Doddridge County,WV,101513.03448614634,114221.70149279344,118983.08996806484
Humphreys County,MS,75332.59181267302,85093.96642679247,84603.33667799697
Thomas County,KS,128032.14585794808,139104.83174515408,154460.04868289363
Richardson County,NE,72589.58707735378,85134.6983686842,101072.92880639182
Searcy County,AR,115951.88706235254,139932.79054470742,161070.40171451072
Taylor County,GA,108266.31273587396,124320.84136308257,136397.9588685076
Power County,ID,175302.84898273938,225068.4735148426,272221.12124700047
Greene County,AL,109432.07990629124,124733.85871066024,123745.72001453832
Coleman County,TX,107548.50145589502,124109.56858768789,125769.90012549543
Ballard County,KY,87482.7024568363,98633.81214246889,120202.57035855066
Anderson County,KS,102304.4574100798,130265.7981592546,155647.95441191216
Red River Parish,LA,154110.81142599392,146088.99486201073,140583.530311895
Washakie County,WY,176405.35543581107,195114.6683306649,235037.50039808976
Major County,OK,114320.54466003856,126158.7178197816,144849.01316538968
Decatur County,IA,133943.9864177741,138144.02806944094,134937.3728181289
Yoakum County,TX,169135.56629190606,187827.6473982042,179384.07610269613
Franklin County,MS,139919.84661640078,156517.50679189895,147365.5780463577
Benton County,MS,133303.5409689963,144042.17461983106,124968.31882342324
Merrick County,NE,146448.07856852218,167575.44699683567,193040.76359952768
Lincoln County,GA,154989.80008075933,189143.19332588025,211852.8256583082
McCulloch County,TX,104605.17695903832,112967.24065066196,126615.22052789175
Kane County,UT,271285.16483065794,328023.26161798544,391125.3619399018
Cleveland County,AR,154430.73957468808,154679.19899365166,150372.09208864332
Winkler County,TX,129255.90052748418,150057.54479791014,124187.76584539992
Pleasants County,WV,124890.54349748866,142807.78440298096,154368.41791594954
Monroe County,IA,107843.2104095748,124484.67609186337,152449.3610311535
Dade County,MO,105424.09626385511,131607.1456242499,159934.73977519898
Conejos County,CO,150540.98433960575,180319.1527864557,205210.7269405463
Wheeler County,GA,89883.97879024762,106224.85710969615,118748.205540905
Clay County,TN,131238.74629894565,154383.71457676613,183322.6475183187
Marion County,GA,111923.10273686895,126216.30554491152,130456.0601233269
Valley County,MT,121060.0981289597,144023.3644565102,158473.4753285724
Grant County,SD,160424.90236890153,175821.01419406894,183874.49227459577
Boise County,ID,268601.2111621674,366911.4381754704,410531.177869209
Doniphan County,KS,103260.50276595808,114520.8716269064,129557.54213124956
Nicholas County,KY,101459.08739278265,119361.20231368886,144523.66078001217
Gilmer County,WV,85860.8134701431,106618.06337836456,118222.81729436269
East Carroll Parish,LA,,,72227.08063930042
Kingman County,KS,103836.661160891,117336.2870855441,136113.78033466692
Harney County,OR,123468.2441510114,154289.62006773683,190721.6867565041
Worth County,IA,127735.52629401349,141079.32207433417,161069.51928017466
Castro County,TX,128078.40564067404,140843.5683622679,132946.4882021198
Adair County,IA,120442.7299302952,139205.07680470662,161315.7348728007
Chariton County,MO,239467.60128237432,248227.1522248522,154671.54165813318
Grant County,KS,111714.5057461708,121492.42518829089,133540.04535865647
Lake County,CO,308212.09986823547,381678.0678657226,468201.866576569
Elliott County,KY,87840.32175875043,105875.35889814427,133646.96287786015
Hutchinson County,SD,148496.18204129243,170531.20110813106,196078.72451687432
Rappahannock County,VA,392484.7834950737,452896.7353255599,502284.7222766891
Newton County,AR,128212.3074396622,165969.55547317976,196826.170246074
Wallowa County,OR,288303.2402022709,348976.8728465384,408521.85726713366
Pepin County,WI,160572.94257212742,187114.31504292032,228291.2271482972
Grand Isle County,VT,324269.30482543254,380480.5193077372,446161.4823318999
Lexington City,VA,224582.7645637596,256721.80970432385,289508.8149336925
Jefferson County,MS,119878.8080301702,144268.38311347665,126267.99886293332
Pierce County,NE,161746.46257581082,181330.2503009593,208454.3209208231
Lee County,KY,86455.81696305542,101589.9335823785,127222.99350796308
Grant County,OR,188751.46773474303,223398.9207821108,265141.96846612194
Jefferson County,NE,89655.67385511713,106966.4813400094,124019.1054545432
Ferry County,WA,249329.45842548137,298202.0862681447,281742.1964835964
Van Buren County,IA,96408.43997320096,111389.7887896854,134237.7225551326
Lake County,TN,74007.45661914286,80834.95809339825,92144.3074513019
Crook County,WY,261223.35107057515,302052.05510659417,359733.1280157613
Shannon County,MO,108493.1762243724,129688.27907629168,160908.22443761406
Dallam County,TX,94507.1781488589,112836.61831170224,136461.50633756167
Broadwater County,MT,281258.4910579221,355974.0162843017,441998.8714795497
Forest County,PA,106152.948482846,122937.35084583366,115924.13908943818
Brooks County,TX,,,64412.19430224716
Union County,IN,146588.75022138658,166918.0763072533,187228.59491886373
Pocahontas County,IA,100847.05258421467,101811.6499758168,100836.97723662513
Goliad County,TX,236165.444607695,247089.0247307968,235628.8960824564
Kit Carson County,CO,158028.8662224788,187081.20309665147,216234.1369030337
Tillman County,OK,37460.710854769546,42715.49791848461,51873.60694550743
Swisher County,TX,84220.87578402093,92387.51979993156,97079.5477748654
Blaine County,MT,119668.0668439009,143756.2667315924,177517.78134045596
Nemaha County,NE,114878.66225025793,127499.61741429062,147691.7349562128
Bon Homme County,SD,133166.05642765758,153607.15899966736,163304.50516537606
Caribou County,ID,198966.8846011717,240475.86645970485,283552.51320475247
Fall River County,SD,183650.0639485588,218675.8802516776,251145.29760525445
Ida County,IA,103451.96998299129,116911.73931446136,134737.63189911103
Bailey County,TX,89585.47375225194,101495.07488457888,107508.13132110138
Beaver County,UT,198144.36951500145,237470.4369324836,288942.0721109756
La Salle County,TX,,,173018.70149665442
Powell County,MT,171749.06532558423,212134.54168888368,274388.67646490893
Schuyler County,IL,108181.25088428236,117607.13715984032,142515.3732500439
Pembina County,ND,107878.27094922622,113702.6874781098,118005.26524192614
Monroe County,AR,85988.67663239078,92967.34845996051,84910.51460479866
Weston County,WY,171579.5432999516,188594.51618379832,216421.75560990293
Wabaunsee County,KS,151771.23572884145,174052.98329360952,210799.7765141441
Southeast Fairbanks Borough,AK,265762.79180945264,313284.3882910704,309348.49772548414
Tucker County,WV,132638.27329014314,153594.2398827776,188217.2092368868
Refugio County,TX,137010.2913836483,149682.3995701359,138678.86646228647
Charles City County,VA,192520.2635832172,219803.87432526107,250544.8922252939
Thurston County,NE,121772.45157822082,131411.59886243322,144938.29672582736
Huerfano County,CO,168823.0202679068,210844.99701034685,252926.4616715769
Childress County,TX,81764.08947670124,94219.06129245786,98050.37166044148
Lac Qui Parle County,MN,131320.688144582,151078.38068191693,179854.21980146435
Russell County,KS,71044.03428023955,77016.5688844776,91021.06797179703
Clinch County,GA,87800.40635863996,102587.78835242364,107034.99749126534
Burt County,NE,109201.26714915676,126155.31931390017,154178.72988948887
Fremont County,IA,116250.9457404301,130149.01786938647,151936.84832997055
Hancock County,TN,119027.20617772928,138770.05905974057,154797.61290572886
King and Queen County,VA,186897.6003121624,216470.1824505343,249340.0294796745
Galax City,VA,107302.66722491715,124323.59572987726,150130.4326110308
Pershing County,NV,138306.4711175489,162257.50784854396,201839.32858766263
Wolfe County,KY,128711.90185154986,163785.4099423399,191996.42654903085
Clark County,MO,,130203.56700588716,130985.61196352252
Buena Vista City,VA,109764.79496509174,129594.82758878796,151652.9915866737
Dallas County,AR,93301.37854893703,99622.59615311904,94436.93891360158
Kearney County,NE,175866.68669598806,194825.86856775783,220924.4489844744
Surry County,VA,195847.406179646,222545.4030920352,247075.98190747303
Fulton County,KY,54279.63019911508,62520.13003970822,77343.25693383314
Wayne County,IA,87613.43029572903,101476.20119893196,122776.79857681422
Randolph County,GA,63540.7599465581,76131.21757641618,79561.3462821385
Norman County,MN,127305.34274201616,139241.29446468825,153049.29350129687
Wilkin County,MN,167423.64373633754,182098.34773169764,197790.9583827352
Rio Blanco County,CO,215107.3682330424,244615.7163748977,277667.8141702785
Henderson County,IL,95988.66702065524,102831.64959087023,101986.04496311356
Moore County,TN,219871.4822427969,258264.28477142565,310600.1660015168
Howard County,NE,181509.0932676904,203379.279573988,234918.266385154
Bottineau County,ND,157402.45777226484,174261.66317871938,191598.3427922149
Calhoun County,WV,72156.9452457608,87510.25785669417,94910.2055232706
Treutlen County,GA,91399.35820388516,108954.99805760528,113827.18063648004
Spink County,SD,110322.8733399278,127853.6127171236,146891.70595284257
Ellsworth County,KS,81575.47844034032,92061.9212402398,105533.8697884648
Lafayette County,AR,88495.38301513922,96472.164124416,96064.78202070342
Saguache County,CO,191443.76780415952,241095.3286315597,268558.9504589791
Pawnee County,KS,57499.45234793585,63863.687113977845,76500.07695542676
Moody County,SD,184325.09698167225,217668.9151932339,274423.4341909364
Woodruff County,AR,58303.338902294745,68437.99140665299,76135.80168525217
Brown County,IL,130987.96653171263,141671.4163845976,128152.07801663328
Presidio County,TX,161780.31970015363,193243.8020740544,205747.08141178897
Bear Lake County,ID,224186.368692964,297045.5664507064,362863.9320117296
Antelope County,NE,135010.70405602225,154294.21931369882,173233.69252008398
Bland County,VA,123158.73233110004,141538.19053959148,151651.02758532876
Pendleton County,WV,130550.0714739824,152073.9594149658,174697.81271191675
Edwards County,IL,90906.00977689792,96332.58917179152,91760.3135015168
Gentry County,MO,82080.34210333426,96568.8461740206,96298.54609082975
Teton County,MT,183269.4953273892,223794.8310845899,281168.2331661538
Osceola County,IA,109684.33805977865,124192.49715588197,141162.68116271272
Menifee County,KY,93673.1289474162,108230.33482783784,131876.5293597688
Reynolds County,MO,115479.63748231856,128447.92406333548,151525.77479320735
Hamlin County,SD,238640.3988555166,272771.1807353114,304567.5057108155
Clay County,NE,109610.93357223988,122155.45092175117,142717.08039174555
Benson County,ND,,159640.47792920744,150251.1928121796
Shelby County,MO,104964.68616092288,125760.77674114634,148129.9725672166
Van Buren County,TN,142838.7068011755,166400.13547153978,203727.90690081017
Iron County,WI,140652.13404872522,159675.95982281308,187539.9571766501
Greenwood County,KS,58516.810497693245,64485.3605298528,73206.82269619188
Sullivan County,MO,70259.63844499055,76873.11721232724,73676.97078174034
Grant County,MN,145082.43214346937,169250.19823350073,198576.10269813656
Cumberland County,KY,106673.00179741524,125100.96970637707,142963.03266451298
Crowley County,CO,111872.84500316664,135723.65023526573,140826.11053226565
Miller County,GA,88915.70036155154,108575.41430627924,127976.12957271573
Pondera County,MT,145816.499632082,172938.49486570034,219482.8369009771
Essex County,VT,154854.2795950132,178157.76549274076,211834.67625930576
Sherman County,KS,93054.00813228793,105525.6242771802,129744.88287300571
Sullivan County,PA,158472.24262088138,184120.4252110004,219169.3705041836
Taylor County,IA,92057.88392171006,103555.09480380145,118975.95394806191
Ohio County,IN,181055.5663542956,211131.77569878,245232.7370844128
Chouteau County,MT,164192.03655639372,198786.6983738732,229076.04269240663
Ontonagon County,MI,83152.29380418603,98327.46599178389,115874.68278107305
Mitchell County,KS,99727.12245601084,103609.47360772932,115624.19476584753
Stanton County,NE,174831.93304332253,196188.7149852478,228168.8519293282
Bent County,CO,85887.57215130911,120174.90052240089,125009.51760003057
Carson County,TX,130873.45172901032,144136.42651979646,151209.85511016307
Talbot County,GA,115216.00004161736,135713.07154253588,152114.7647926392
Gilpin County,CO,397011.4275994717,470013.15100462496,530932.8110053997
Ottawa County,KS,110767.2887343594,122030.80042402368,141674.73922781955
San Saba County,TX,159827.45762535607,189647.17648523624,202031.1514436266
Emporia City,VA,75271.9798444901,90871.41575611806,127691.33037906968
Alfalfa County,OK,71878.86300226851,81496.94786426522,83209.18341550745
Garza County,TX,110771.16314083424,122609.1034057136,111064.21125631506
Lander County,NV,162247.94815466073,178913.58160724127,199981.2806070489
Gray County,KS,145547.34269519828,162153.08946729338,192674.0773283276
Covington City,VA,54165.64389944748,64930.32999971182,77733.2135335728
Ransom County,ND,161707.64564686353,171697.4991438578,171787.89831092858
McCook County,SD,190505.75744082755,222956.0685984528,264009.1434337203
Calhoun County,GA,74066.99259249079,83456.8692345768,87419.53305607547
Audubon County,IA,103453.30792510168,114409.51680465082,131084.78615770154
Lincoln County,MN,138462.68487052,154082.757974587,168901.40244287535
Cameron Parish,LA,233865.43356297087,237056.0793070734,209533.855238778
Putnam County,IL,117891.29313111852,138105.26576864973,160690.10125903945
Dixon County,NE,134474.91354982145,150082.47875652908,167657.030061016
Lincoln County,CO,178139.7090070612,216684.7342165051,240218.269851251
Tripp County,SD,150852.21661059262,169135.528082946,191084.56342904668
Cotton County,OK,81303.88989828574,78645.36380227101,86910.1377506922
Lynn County,TX,162105.2910151222,180383.1216014984,169405.30544756577
Cook County,MN,270010.10567887616,308884.6618229714,380167.5955242834
Fillmore County,NE,108462.79369113568,122264.99406376184,147666.10604514444
Greer County,OK,53396.77201361706,52991.13546912788,65851.09254830246
Washington County,KS,102376.4759958567,109635.33491012028,126426.24256511242
Harper County,KS,56911.2864582328,61563.66930681958,74453.54724145505
Luce County,MI,102152.04647177272,116185.89469591565,127389.74603350372
Cherry County,NE,159536.3939612585,173450.45602518992,193809.893314208
Jefferson County,OK,51890.478892716616,59536.16221364328,76826.43537047149
Day County,SD,183786.1399853848,207077.647490515,228175.48456263705
Floyd County,TX,107012.92531085624,109246.34200690148,91648.0548883386
Hartley County,TX,204008.93295692647,226144.2653594589,242307.1875092496
Alexander County,IL,,59877.937207221104,49089.619986743
Norton County,KS,80741.74898871714,81467.81427518484,91184.98342376348
Stark County,IL,108116.99414733246,117347.12080366012,121219.60845495062
Mahnomen County,MN,123181.56348506753,138686.17548326842,151110.1867977554
Haskell County,TX,89214.97080485216,93734.1381728052,99011.79847516464
McHenry County,ND,150986.67538760928,152014.80347716392,138222.8413160961
Boone County,NE,178001.43317801188,198516.2708447509,222689.27138717845
Morris County,KS,108351.62117171926,120222.37746319611,145352.81685566623
Carter County,MO,119302.39520044054,148892.80248009344,171394.09715362918
Walworth County,SD,97192.14723794784,112343.83502431423,129829.24199579997
Stewart County,GA,55950.93839538973,67881.2658060738,67546.06262449671
Hansford County,TX,125683.2794934676,140693.71870125923,124237.43482670552
Stevens County,KS,110217.49288394052,118943.34325073224,134696.81371513894
Atchison County,MO,89088.43076498741,100985.60122507636,115865.0892865244
Johnson County,NE,122000.32175105624,140479.05573159677,161860.1544714909
Coal County,OK,79378.40156544387,93756.18965042388,108919.9844796528
Pulaski County,IL,,90638.2834836008,78073.85040427271
Crosby County,TX,85608.8175393081,88032.54683705339,73702.45280678013
Wirt County,WV,91830.74483335175,106007.15588764905,109283.8107814825
Delta County,TX,117461.71929662574,144133.31658100328,177231.25635802117
Brule County,SD,158950.32208278906,175476.45993342754,199333.80577587604
Polk County,NE,137301.43305542704,158422.3645647627,183456.80968138736
Warren County,GA,77274.00148099329,91041.2093524559,100005.01321715942
Martin County,TX,,,209046.78693762884
Lincoln County,ID,210648.78335382845,251022.5652718606,282277.06641261565
Scott County,KS,137402.05234987146,137670.0166855494,153376.01167264977
Big Stone County,MN,118643.96897467245,133708.0367605899,158865.77752895458
Sheridan County,NE,88253.60958663096,97645.08398529778,111453.00343648955
Kingsbury County,SD,150758.81567802836,170745.3187945932,202164.34927381825
Beaver County,OK,105884.77680349596,120178.56625526251,140977.071325049
Wheeler County,TX,92975.52688066904,104611.34313278284,94452.1206930323
Hamilton County,NY,180555.23432069668,209327.52904994044,246459.9158969653
Garfield County,UT,213857.0178521365,255086.5866319789,304698.7179178022
Thayer County,NE,90988.67965239457,104109.09088506812,127092.05072693208
Gallatin County,IL,86119.15421624163,83744.30223428621,72898.57670911383
Phillips County,KS,72543.31631106543,82795.97923155794,94459.7141856734
Pickett County,TN,155290.95452040076,183990.11501889853,203631.8573895333
Dickey County,ND,149320.02708297106,156529.127261941,149888.46521813388
Toole County,MT,122313.5618893375,132089.7491870242,157547.0341208043
Rooks County,KS,78334.1933596618,82915.24976176758,93882.2814242324
Scott County,IL,107759.78653294528,110425.2299904914,82415.39416452438
Craig County,VA,169242.59523143247,189868.71658258137,204678.4941765489
Jim Hogg County,TX,105399.26129664616,107650.83360399054,84691.3037515067
Ouray County,CO,506603.6701549576,618849.1744368623,745748.5270179017
Washington County,CO,162990.95759191032,196290.1292114937,217375.83440406635
Carlisle County,KY,74983.18628773392,87153.13807641402,112871.20939562345
Musselshell County,MT,141433.36374427017,175467.7255467909,197898.5162765385
Calhoun County,AR,105922.8798324681,125172.67741844936,127622.99723645684
