,RegionName,StateName,2000-mean,2001-mean,2002-mean,2003-mean,2004-mean,2005-mean,2006-mean,2007-mean,2008-mean,2009-mean,2010-mean,2011-mean,2012-mean,2013-mean,2014-mean,2015-mean,2016-mean,2017-mean,2018-mean,2019-mean,2020-mean,2021-mean,2022-mean,2023-mean,2024-mean
2753,Ransom County,ND,,,,,,,,,,,,,,,,,173377.28368483958,162055.04957980968,150417.80058317492,149288.98453457566,161707.64564686353,171697.4991438578,179048.42605990995,171787.89831092858,164467.64819543503
2754,McCook County,SD,,,,,,,,,,,,98745.73006710786,103627.1448444031,115303.95292572066,121927.67596088332,130354.42054746042,143606.42780577551,155121.29274529824,170370.6984933601,177592.387227689,190505.75744082755,222956.0685984528,260953.03380621955,264009.1434337203,270514.6234110634
2755,Calhoun County,GA,,,60531.52703690845,61986.19884872693,64555.03080937571,62561.320542914014,62398.52512107824,64934.652609827695,63111.488519293984,59169.77800092117,56007.39044602071,54343.35056066252,55568.05030102596,61923.636880425394,60587.71578394805,60345.15229947448,61790.037147715695,64625.97482242357,68012.95210188722,70350.22276376271,74066.99259249079,83456.8692345768,88215.43753386567,87419.53305607547,86035.56609027194
2756,Audubon County,IA,,,,,,,,,,68571.03106081698,70454.07872806232,72761.93296365842,73114.2330537199,73702.37166347935,75057.18803780017,79652.69233933836,83959.37724065961,83557.27533437981,87020.92242646111,95181.7799033592,103453.30792510168,114409.51680465082,128126.01633683604,131084.78615770154,140939.37126639043
2757,Lincoln County,MN,,,,,,,,,,,,,87826.24749289728,96950.47294711375,101982.08818940364,108168.33373931066,113046.70750639182,119169.97350031804,124811.64317715354,130324.34540928074,138462.68487052,154082.757974587,167832.61888165984,168901.40244287535,178785.55507643707
2758,Cameron Parish,LA,,,,,,,,,,152732.63413274035,153638.31682188975,160089.53560198346,162825.3406330941,165240.2118147609,164602.4110730793,182916.23402741723,188242.95767799768,196088.8992722853,207767.8731769199,219829.9009086696,233865.43356297087,237056.0793070734,218113.9693998244,209533.85523877796,209068.8739727656
2759,Putnam County,IL,,,,,,,,,,,,,85238.01733915419,82554.37672982893,82800.80100879376,87143.97080244207,93517.11763017888,98522.48502626173,105950.40847818575,110697.13430227432,117891.29313111852,138105.26576864973,148262.38976296326,160690.10125903945,170660.83932525496
2760,Dixon County,NE,,,,,,,,,,,,,,,,,111235.69392097772,114414.1741917326,119137.24703902628,124707.71544972072,134474.91354982145,150082.47875652908,163123.46042228007,167657.030061016,177339.29908789066
2761,Lincoln County,CO,,,92025.83708260524,94082.06969950478,97846.23015854122,100590.47042070211,102309.48201338034,102226.8538965416,100616.64093865737,96724.28449454792,93749.64162008662,91491.99095785456,97600.14584620456,104975.37602227686,101367.28183372963,110704.77696189989,117358.92088775316,126926.96573502688,138158.21319895747,154692.5727809451,178139.7090070612,216684.7342165051,245462.4655076312,240218.269851251,241252.34700218917
2762,Tripp County,SD,,,,,,,,,,,,,,,,,126711.64484470725,126051.88853771077,125669.23388254317,135215.96264867697,150852.21661059262,169135.528082946,201969.82107091564,191084.56342904668,185495.2211715409
2763,Cotton County,OK,46456.04536199541,48384.79277557172,49666.590503942825,51459.44042964046,52473.01371990112,50993.5624283466,52562.36601738325,55139.19638621702,56318.18447766693,56546.911515787535,55970.73151484877,56029.31035516662,56700.01690951519,52876.97273376738,50880.76163625709,52476.75387221888,54834.155049990746,61146.79119686302,67209.8811443314,74954.10869417882,81303.88989828574,78645.36380227101,84303.01735006705,86910.1377506922,93144.38614918716
2764,Lynn County,TX,,,,,,,,,,,,,,,,,148526.05047246406,147915.31902879372,151825.27310164977,156558.94553119814,162105.2910151222,180383.1216014984,183912.52535593865,169405.30544756577,163699.62802837222
2765,Cook County,MN,,,,,,,,,,,,,215759.5857129366,217333.45003850784,219184.46943386088,231497.51173314237,236700.5303706991,240419.4351397966,249377.1302509592,258006.51496441112,270010.10567887616,308884.6618229714,355842.92327629635,380167.5955242834,403161.23795022885
2766,Fillmore County,NE,,,,,,,,,,,,,,,,,85002.7073720634,90734.6721125434,94951.13005679734,103832.15925332326,108462.79369113568,122264.99406376184,139421.77080133642,147666.10604514444,155247.35445345307
2767,Greer County,OK,,,,,,,,,,,,,,,,,58826.65774011464,51116.21109362689,53082.90861753348,54594.24081541881,53396.77201361706,52991.13546912788,62206.54407680143,65851.09254830246,68197.07026027153
2768,Washington County,KS,,,,,,,,,,,,,,,,,84287.68008248437,82721.95501606776,85695.07508957289,89757.01093325287,102376.4759958567,109635.33491012028,123894.6324961609,126426.24256511242,134028.26638338758
2769,Harper County,KS,,,,,,,,,,,,,,,,,52026.33844554615,51725.20290937383,53047.50079213754,54868.773243923344,56911.2864582328,61563.66930681958,70379.10831332013,74453.54724145505,80942.28858944958
2770,Luce County,MI,,,,,,,,,,,,,,,,99709.31088872334,99788.76218822497,97395.03825062212,99313.21045053548,94642.72591792846,102152.04647177272,116185.89469591565,125492.90410444156,127389.74603350372,124234.98666775512
2771,Cherry County,NE,,,,,,,,,,,,,,,,,127550.12217900102,129944.09240175616,143088.90959211835,150027.47434526635,159536.3939612585,173450.45602518992,188364.43316144345,193809.893314208,201223.4673418516
2772,Jefferson County,OK,35460.370880393435,38110.3467106629,39801.44586669303,41471.52985294647,43154.50810787289,36393.54778721236,35968.839162678625,37906.99545347189,38112.85389330885,37463.03775481419,36890.76127218892,37016.8857305749,36487.24311694741,36866.55123462633,39773.18448942622,40095.05420619046,41749.63315972793,40754.56737974748,42677.71938248749,45552.59806323269,51890.478892716616,59536.16221364328,74095.2653027327,76826.43537047149,80125.35243537735
2773,Day County,SD,,,,,,,,,,,,,,,,,177502.35042190173,177359.83294761076,181843.44136495545,176529.6547556103,183786.13998538477,207077.647490515,229576.4427326338,228175.48456263705,220993.31177270785
2774,Floyd County,TX,,,,,,,,,,,,,,,,,95859.72815356129,94026.21916788835,96772.66565089696,98663.62012636744,107012.92531085624,109246.34200690148,104103.02468378696,91648.0548883386,82010.55888458324
2775,Hartley County,TX,,,,,,,,,,,,,,,,,170245.46590251455,177573.62407432406,193233.47417009575,197558.69886103063,204008.93295692647,226144.26535945895,249659.47822175804,242307.1875092496,244419.09099150312
2776,Alexander County,IL,,,,,,,,,,,,,,,,,,,,,,59877.937207221104,53422.18188254251,49089.619986743,47189.272413708655
2777,Norton County,KS,,,,,,,,,,,,,,,,,67120.67176935005,67303.32462802142,71589.15201759092,73600.8795997051,80741.74898871714,81467.81427518484,92299.69455041384,91184.98342376348,96103.7114918633
2778,Stark County,IL,,,,,,,,,,,,,88905.34362489225,94064.46826190814,98315.49289335562,97574.32924244388,94999.42625794344,92413.15521383753,91304.70739687124,90519.70462011152,108116.99414733246,117347.12080366012,118371.11577280793,121219.60845495062,113318.95941434916
2779,Mahnomen County,MN,,,,,,,,,,,,,,,,,113864.60990754684,111106.98779093153,110444.71177785136,113832.24714486644,123181.56348506753,138686.17548326842,145261.9020311732,151110.1867977554,151058.67557330508
2780,Haskell County,TX,,,,,,,,,,,,,,,,,93034.1103594236,89916.91134603201,87308.44302187738,85329.2976674475,89214.97080485216,93734.1381728052,99742.63691453398,99011.79847516464,96214.22473219276
2781,McHenry County,ND,,,,,,,,,,,,141351.26889809605,147230.65922568375,183460.8565944349,201537.98120546943,204854.172617058,184219.230785736,166484.9688154737,157007.64896341503,153222.44347878455,150986.67538760928,152014.80347716392,152297.0830055617,138222.8413160961,127582.0228503572
2782,Boone County,NE,,,,,,,,,,,,,,,,,137910.31698406022,149754.46864916853,156998.62737353676,165974.27871445596,178001.43317801188,198516.27084475092,224795.86943494147,222689.27138717845,236386.8056708164
2783,Morris County,KS,,,,,,,,,,,,,,,,,87912.69277613232,87703.36245484701,92991.92740631686,95706.98081199668,108351.62117171926,120222.37746319611,139426.23352874516,145352.81685566623,147538.51086230265
2784,Carter County,MO,,,,,,,,,,,,,,,,,94080.65284458314,100170.87834155744,114502.92178206232,114519.53899203253,119302.39520044054,148892.80248009344,177174.8749251077,171394.09715362918,160553.12524278287
2785,Walworth County,SD,,,,,,,,,,,,,,,,,84834.92418572305,87160.85233714651,88277.51840045518,93307.88331383606,97192.14723794784,112343.83502431423,127800.22212599742,129829.24199579997,124246.28153656104
2786,Stewart County,GA,,,,42868.53824724411,43880.90351974649,46439.924319065416,49047.46408362596,51009.87450682351,51127.368967957445,47638.80163950152,43701.1860587335,42118.87235937376,40757.26642111524,47810.191154958426,51509.78540818997,51236.59563913769,49806.65938578776,47868.73204631956,51963.75952973746,54484.59453468488,55950.93839538973,67881.2658060738,73387.25561995919,67546.06262449671,76833.72063771056
2787,Hansford County,TX,,,,,,,,,,,,,,,,,114420.315126538,115017.26896890964,123754.84106786754,123195.39583979214,125683.2794934676,140693.71870125923,144986.56460828602,124237.43482670552,125876.36989287536
2788,Stevens County,KS,,,,,,,,,,,,,,,,,92902.92446790532,95474.88178238591,96569.54163072578,98584.05983684608,110217.49288394052,118943.34325073224,132599.29804049627,134696.81371513894,140644.00922071023
2789,Atchison County,MO,,,,,,,,,,,,,,,,,71098.05984060877,75247.19013783774,78554.04960852388,82719.12937180839,89088.43076498741,100985.60122507636,112473.01833509712,115865.0892865244,121800.0649260009
2790,Johnson County,NE,,,,,,,,,,,,,,,,,97014.86395344832,100685.4957528271,106424.92703200864,112317.70444656622,122000.32175105624,140479.05573159677,157127.3011956572,161860.1544714909,165161.33224031798
2791,Coal County,OK,46729.18496023496,49871.4008645082,51987.73239269244,54229.30979359343,56555.77292992204,62100.35523107372,64643.78886508144,68225.27077016026,67720.88945153075,61677.45137678828,57717.61036348587,56400.29253164737,58316.93928551945,60095.62557511171,63659.679855987335,65113.97951871582,67420.86762846855,66420.52111712958,68145.57750434226,71075.35793933248,79378.40156544387,93756.18965042388,109064.7334627282,108919.9844796528,111862.25088179868
2792,Pulaski County,IL,,,,,,,,,,,,,,,,,,,,,,90638.2834836008,84074.53718872277,78073.85040427271,72519.15005637456
2793,Crosby County,TX,,,,,,,,,,,69520.82367084718,67975.66259472854,67028.56261080103,65008.35644011541,68839.74862789943,70654.45119278661,71774.072771987,72037.99466249094,76865.89309007919,84806.28729518112,85608.8175393081,88032.54683705339,85644.37553270215,73702.45280678013,74173.99587245395
2794,Wirt County,WV,,,,,,,,,,,,,,,,,,,,86102.93506085308,91830.74483335175,106007.15588764905,114275.99287520428,109283.8107814825,116637.78431094938
2795,Delta County,TX,,,,,,,,,,,,,73110.31930057204,72780.12530523418,81845.66736723973,87676.40374977897,93303.37264112452,99172.24359761394,103128.12371281644,111305.41478157073,117461.71929662574,144133.31658100328,178265.66832802485,177231.25635802117,179220.33904388233
2796,Brule County,SD,,,,,,,,,,,,,,,,,143706.18050666043,147020.26532343132,149497.80526601165,150884.8040376884,158950.32208278906,175476.45993342754,197748.6914564763,199333.80577587604,199191.989193912
2797,Polk County,NE,,,,,,,,,,,,,,,,,115479.57962846188,117118.8337585698,121420.298376192,128448.86358774298,137301.43305542704,158422.3645647627,184593.20864652525,183456.80968138736,192302.01741859177
2798,Warren County,GA,,,,58696.04295563206,61117.559101175815,65767.83697396323,69530.12217055845,72372.20186102914,69758.3962971838,62878.57422684905,63072.72801376318,59730.99372739531,57636.11220496259,58640.643037865135,61883.641688762254,62149.48169098481,61541.71885586032,63659.65765525514,66863.94541568669,73355.1023025281,77274.00148099329,91041.2093524559,103029.26824862038,100005.01321715942,99768.81492930268
2799,Martin County,TX,,,,,,,,,,,,,,,,,,,,,,,228520.84225822968,209046.78693762884,212266.68330617505
2800,Lincoln County,ID,,,,,,,,,,,,,102035.77241499117,110615.57817349971,121715.32858642364,121588.823924704,133056.28429044652,143265.61962283566,166152.57895768556,178897.53848469863,210648.78335382845,251022.5652718606,286183.7038825915,282277.06641261565,288796.67344701523
2801,Scott County,KS,,,,,,,,,,,,,,,,,102473.38386131298,105650.32520838662,109778.71910220376,114255.0691615566,137402.05234987146,137670.0166855494,152574.81478541353,153376.01167264977,165750.17142228855
2802,Big Stone County,MN,,,,,,,,,,,,,,93389.32870234655,100184.51351695933,102525.77390570106,104690.48087176857,105149.41883145813,109659.1966192051,113934.09687175056,118643.96897467245,133708.0367605899,152007.6590393655,158865.77752895458,157760.64221653747
2803,Sheridan County,NE,,,,,,,,,,,,,,,,,70824.49819750476,70189.1621032519,72878.19365263732,79935.04989386837,88253.60958663096,97645.08398529778,107063.28700703224,111453.00343648955,118631.50821646643
2804,Kingsbury County,SD,,,,,,,,,,,,,,,,116542.35682906018,124941.9446983594,126813.10849403816,133774.0313126078,142209.12738186464,150758.81567802836,170745.3187945932,193338.67707374383,202164.34927381825,207777.2952782136
2805,Beaver County,OK,,,,,,,,,,,,,,,,,92693.58542284284,91988.85823122972,95653.29320009548,99609.3321711499,105884.77680349596,120178.56625526251,139876.25596012268,140977.071325049,137711.18925673727
2806,Wheeler County,TX,,,,,,,,,,,,,,,,,95547.6002207226,89422.85430670848,87922.22679197155,88451.33773480216,92975.52688066904,104611.34313278284,107203.4463321943,94452.1206930323,85758.57553440443
2807,Hamilton County,NY,86851.2615998521,94437.48621154117,102078.3297160698,112659.70023889236,127198.32238910704,144461.45355488642,155303.94162220453,158252.28424259092,156765.8002131981,151779.70115567136,149578.24677101677,149703.24652776183,152214.0855424289,154681.1377719218,154756.22025253938,155122.6774000112,158835.62770639829,161056.11495157692,167307.32015102703,172599.82657504443,180555.23432069668,209327.52904994044,241927.80068535355,246459.9158969653,259793.62552191888
2808,Garfield County,UT,,,,,,,,,,,,,,,,,148558.84297125044,160493.0304550129,176802.82122957788,192060.5199583734,213857.0178521365,255086.58663197895,295845.5960260541,304698.7179178022,310018.75747703307
2809,Thayer County,NE,,,,,,,,,,,,,,,,,72571.09955667277,73204.55100128012,78620.77461847517,83567.96927315515,90988.67965239457,104109.09088506812,115997.03603953532,127092.05072693208,127905.69576294668
2810,Gallatin County,IL,,,,,,,,,,,,,,,,,92753.63713865665,91710.51650046684,93601.81575306154,79923.54325314502,86119.15421624163,83744.30223428621,78292.00812547769,72898.57670911383,72532.42701209648
2811,Phillips County,KS,,,,,,,,,,,,,,,,,55465.53360632528,56074.79331593038,59349.31358660192,64846.87034276209,72543.31631106543,82795.97923155794,93406.17680887465,94459.7141856734,99189.6206695604
2812,Pickett County,TN,71768.57181990631,75250.73010572557,77019.70531614166,78872.2140326731,84692.36792765935,96799.8715241704,105727.1391826074,110421.4983657927,112979.68201860956,109708.57631557922,104815.2818908221,102667.05246006136,104360.4175068632,103389.7685931024,104685.65351785008,113008.87369114032,117997.568660813,124744.25613709525,133116.15934739317,143461.68992813688,155290.95452040076,183990.11501889853,205334.5897880188,203631.8573895333,215769.6715542288
2813,Dickey County,ND,,,,,,,,,,,,,,,,,157446.4656046787,141791.63867816492,141953.81178197835,141948.24487809694,149320.02708297106,156529.127261941,161655.72851673057,149888.46521813388,143278.34905125506
2814,Toole County,MT,,,,,,,,,,,,,,,,,116747.86868721557,113810.73526562624,116808.85632442035,120054.59040099442,122313.5618893375,132089.7491870242,150002.69237037268,157547.0341208043,166859.77586726067
2815,Rooks County,KS,,,,,,,,,,,,,,,,,64713.881715709394,63521.67454166618,65781.74020922185,67754.79208075884,78334.1933596618,82915.24976176758,92723.2013673586,93882.2814242324,103827.04174844784
2816,Scott County,IL,,,,,,,,,,,,,,,,,146110.39642986332,121071.13131305644,103093.65555062424,103862.1331362907,107759.78653294528,110425.2299904914,94510.48741330112,82415.39416452438,77665.75962589661
2817,Craig County,VA,,,,,,,,,,,,105828.76593362277,116749.48188041754,130345.25848441376,138306.84504637573,138479.61151649657,142406.28430285913,146316.12257997497,153638.21929357314,156495.36843090656,169242.59523143247,189868.71658258137,200395.45315010904,204678.4941765489,209546.01970922723
2818,Jim Hogg County,TX,,,,,,,,,,,,,,,,,79016.2709978235,79183.53895597372,91358.00632270402,95646.12858832964,105399.26129664616,107650.83360399054,95883.57908091576,84691.3037515067,81533.92694553763
2819,Ouray County,CO,,,,,,318500.2346813424,349764.5752492535,366539.4560155101,369546.2712867898,361869.77253726334,347753.4854504717,338698.9571692925,340744.03362289764,344360.2269510583,357904.13011476555,367193.128519285,387847.2246217893,414989.8677039737,436740.57221207785,470564.408666505,506603.6701549576,618849.1744368623,762194.7431765551,745748.5270179017,786075.6876026589
2820,Washington County,CO,,,,,,,,,,,,,,,,,109757.17568077684,117244.62571840311,125899.21178084252,142977.66225270942,162990.95759191032,196290.1292114937,222404.4079767333,217375.83440406635,234789.425707687
2821,Carlisle County,KY,,,,,,,,,,,,,,58141.258627349984,58682.25005667744,62902.82402264117,66254.60635136583,66701.91574551824,68318.66554480689,69958.03967884343,74983.18628773392,87153.13807641402,105993.1140787907,112871.20939562345,123568.04968594636
2822,Musselshell County,MT,,,,,,,,,,,,,,,,,112603.06661388632,112991.63351985055,124777.02500560606,130568.10930431412,141433.36374427017,175467.7255467909,200844.46752397175,197898.5162765385,205806.59611174013
2823,Calhoun County,AR,,,,,,,,,,,75035.4778417254,74731.4029554293,79702.91516189121,84539.49866518332,91170.53916469122,95806.3837060682,95328.8716498277,95129.55948394498,97101.3710518905,93829.79366267532,105922.8798324681,125172.67741844936,123850.16371142284,127622.99723645684,122737.7701807655
2824,Scotland County,MO,,,,,,,,,,,,,,,,,57585.79804367095,59245.25632448922,66373.16338840312,75743.64998968302,80878.38689422361,99551.1308307773,113957.90777567375,113504.26450359864,115914.75289870932
2825,Ringgold County,IA,,,,,,,,,,,,79681.66459627585,84584.50511810022,89840.23685869553,91868.57870075438,94524.81773847778,100474.68508113944,106925.97372690991,110736.88650876278,120100.93345004664,137438.3590301375,146301.59060162652,155950.0137719251,156061.00781908524,158849.55782268758
2826,Custer County,CO,,,,,,,,,,165355.3264577481,158127.12452884295,145654.25785761196,144573.23977982748,161318.15757374247,174543.76339231813,185834.63082138207,198876.5397162469,206709.9791796518,227259.9902915836,248645.53179658685,267678.94711098424,320382.66584449663,379621.451498939,382158.7739066908,397211.8685834931
2827,Putnam County,MO,,,,,,,,,,,,,,,,,105353.51598987672,106547.0323696394,109357.1964225236,113942.71795996052,121852.34243854677,134028.3970683312,161838.87266584852,169501.48823972532,180260.13608542355
2828,Republic County,KS,,,,,,,,,,,,,,,,,64507.54760665743,63845.72950850669,66161.8286449683,70190.78236162353,74154.47315370785,79665.91412683151,91792.5434198846,95324.62888357342,102744.01609597947
2829,Hyde County,NC,,,,,,,,,,,,,129558.2219620968,130923.29945015012,134970.64529977413,140473.47245722474,145781.25304055263,152399.5890212061,156668.81405585396,154423.49105313545,168552.6238049512,197383.51393152517,224160.97310768525,226775.94013051005,228297.4039383977
2830,Hot Springs County,WY,,,,,,,,,,,,,136966.6426364664,135976.84638181425,139921.96269959502,144205.95110670314,147149.69454603863,152040.9015307982,153094.30426985756,157308.30773802387,159942.43007761388,176614.4873314482,207060.74823601265,220894.65579773925,230636.5043069116
2831,Furnas County,NE,,,,,,,,,,,,,,,,,98433.64354641749,101841.76454184415,106816.06407247888,110805.44005465777,127444.29726554216,140548.28809140882,144698.238928035,135857.17762691568,130651.387449747
2832,Crane County,TX,,,,,,,,,,,76851.01113138403,76519.12549054484,79569.45757248905,83744.40507817784,91904.43917193002,109641.95707300332,119942.6428512073,125505.479373888,144791.0442325234,157138.04087949175,167543.58554662947,187913.9529172848,201321.60429198924,192630.5910111892,186893.90912568136
2833,Schley County,GA,,,,80654.93548613555,82557.42225721705,88545.25830737432,92128.8696224598,97611.10555193108,97523.5550635756,90950.9012146148,84748.16687570598,80499.1665847915,83122.84556691391,86532.79634449763,85658.28432171026,89292.50053747941,91230.10912278012,89472.56440412604,92421.02700974255,101560.61217138286,110676.491165587,129832.12079948829,144258.63399925668,153621.89117452814,164329.79354509967
2834,Lincoln County,NV,,,,,,,,,,121132.96054514198,111229.94788098388,100533.78643726408,98302.46241593536,104871.19484438428,113370.4964095218,123712.7885828084,130298.59874253006,129041.73283487937,136085.2158812579,146732.82058406415,157685.9971149755,193171.66909372536,205557.6832163746,201845.1897020286,201311.169658362
2835,Cameron County,PA,,,,,,,,,,,,,,,,,94245.9279855652,81870.41969805233,87854.21480916679,86080.78548383425,89103.19829941576,90916.4101541037,83773.46919848776,79790.16980834947,64400.25426876537
2836,Morrill County,NE,,,,,,,,,,,,,,,,,87565.56045103382,87861.19075484162,91845.88931056263,98234.75133282984,105300.14012881152,119861.52972566326,135525.62245439625,134745.69612016875,138178.70773075914
2837,Mineral County,NV,,,,,,,,,,78552.3434714683,72082.93314934707,64626.01010325152,67704.78373627375,72192.81127037147,71376.15707154352,69255.744338766,68901.80209327635,72425.62763372042,82741.32884663138,94040.58591630089,118602.7684374548,129708.91169703443,146179.8883699208,133306.52447364712,115209.38466391429
2838,Dewey County,OK,,,,,,,,,,,,,,,,,87053.8034252057,83089.7790459476,85986.51508485484,91146.22321166622,94648.270168472,103212.0024992941,112207.8001794112,109873.05980411929,108219.4877806658
2839,Florence County,WI,,,,,,,,,,,90770.48024809072,92916.45488228074,100827.655918897,103781.64504997048,106901.37245655812,108368.5608293967,111268.7391957884,113798.03135118478,119046.81639124062,125572.73532314104,136030.602342224,152054.16847059532,166536.5555607828,175696.23472295087,177796.36969438984
2840,Calhoun County,IL,,,,,,,,,,,,,,,,,128706.11156411147,126442.23418836248,124297.97287218904,129551.12022176792,135046.82831969517,145540.21130792476,149294.65767062074,156555.62446413405,159007.92304408175
2841,Hickman County,KY,,,,,,,,,,,,,,62331.95510265589,60370.20291260562,62716.71708246531,67872.44580945034,69846.05173537393,76497.31209065183,81432.54279885151,87082.46267912241,105084.89059025476,125089.4315890328,128947.58063267713,138334.64310314928
2842,Mills County,TX,,,,,,,,,,,,,,108906.86080931796,113385.39241937124,120699.75748886268,131464.01346246537,150372.5531882609,145382.73026324308,155917.67547695676,172202.6099982118,197618.25269054383,219496.02066356968,197610.91280203432,187715.7256379065
2843,Oneida County,ID,,,,,,,,,,,,98739.26540206406,102017.9189889578,106067.93576564816,109427.91668047798,114031.62871066434,121687.96687500384,127577.23669850807,141052.7602522845,154162.22784553468,180068.18960480517,239013.5661958511,302377.1631838901,298563.6680368292,306140.9350555239
2844,Phillips County,CO,,,,,,,,,,,,,,,,,136186.17876428517,142959.60558942557,152899.0631858843,163988.7439530447,177679.2598670503,204335.51501479544,232697.06340523213,235798.39647162124,236280.3179063265
2845,Mineral County,MT,,,,,,,,,,142884.72341406046,142608.98038459406,139446.89582686115,137958.642757593,140894.34721484725,147244.1468096317,150448.12601161705,154341.65723517205,158464.16431160018,168238.51559253127,181597.25653757263,203026.267205958,268379.09333883104,336215.79192016704,343146.828062261,362878.2295012319
2846,Marshall County,SD,,,,,,,,,,,,,,,,,,,,189675.31989374204,194917.65413826331,217088.56979331045,242719.1267328715,226870.94576993887,208882.09270009797
2847,Wahkiakum County,WA,,,,,,,,,,165865.1479152992,160129.1466952591,143779.17231292065,137767.20597923835,140175.05040320914,144338.24991543803,155889.99165593577,176351.1571202119,203515.549289697,217204.33756067336,239159.09554855883,267413.3770714112,323367.37901602086,372082.1790266128,374006.4180446688,381834.4563488268
2848,Adams County,ID,,,,,,,,,,,,,123136.71014723486,137291.46349974655,153395.10991786336,170352.2895841129,188794.2084231017,204848.22774632205,217381.1077799466,242212.8654419312,288794.48419192113,392146.0230583036,488866.83967352007,456343.5986062975,464329.9782541069
2849,Menominee County,WI,,,,,,,,,,,,,,,,,135606.9281206052,142075.50818374578,152816.05847237387,161682.60908644003,175313.6780100145,197421.95624647575,223829.6164253866,245324.7948623213,257726.68471490665
2850,Kimble County,TX,,,,,,,,,,,,,,,,,159004.96233160203,159492.56191008407,169287.06803454386,185703.09869757897,204421.06951685276,251779.79108449057,271301.47713739896,251806.32743938317,265479.493430901
2851,Deuel County,SD,,,,,,,,,,,,,,,,,164927.08450693727,180557.69651184705,189671.807791144,199936.238009635,214675.4845635503,243667.2373352565,280665.43770721805,282529.0763546028,275929.9226982475
2852,Custer County,ID,,,,,,,,,,,,,131098.55562221693,134296.27137970206,136702.31670857375,140322.69660357173,145129.62733861222,152776.07022169154,168476.89887170037,185645.8984535742,207938.2821908621,271408.9685500686,325983.98696899303,311195.20438875875,307908.9759946645
2853,Tensas Parish,LA,,,,,,,,,,,,,,,,,,,,,,,188283.0538266272,171719.39298372055,143278.6069090175
2854,Bath County,VA,,,,,,,,,,,,,,,,,147314.37176995346,147901.2241686445,148366.2977186486,149580.27829378127,154993.40996073434,180176.979607989,192289.01414140032,196564.23465432544,204610.51901835427
2855,Phillips County,MT,,,,,,,,,,,,,,,,,99933.255838569,102919.0182594075,113032.21202726389,118999.89665073558,130518.79553973714,160985.88816677075,184701.07732706508,186205.1239293432,198311.0300338849
2856,Hidalgo County,NM,,,,,,,,,,,,,,,,,,,,,,,,106675.07906446936,103425.8909927706
2857,Kittson County,MN,,,,,,,,,,,,,,,,,116585.83821943318,126970.38225783448,143495.337582629,141846.60349866594,147736.57559369496,149827.16430427166,155398.5836029773,149028.46614750268,136281.065910871
2858,Barber County,KS,,,,,,,,,,,,,,,,,42302.181157802166,42089.430409091496,41505.90993319568,42374.86810155148,50974.59510559953,57755.78250440327,62736.66619620547,65178.3302470095,69383.35460343809
2859,Lamoure County,ND,,,,,,,,,,,,,,,,,,,,,140062.25094423594,139132.8134290777,133057.21810963794,122951.8900895618,110910.76767666744
2860,Grant County,OK,41567.85694106387,44497.2989744719,46571.87232352441,49149.458297280646,50903.67366112396,53251.42820682561,54078.75332546315,55765.27548324974,53849.539352078784,48379.4396511378,47386.91126735147,47319.63781400304,49212.76612160573,52461.15030986978,56313.83915031375,62823.69749113978,65830.1846006378,63407.77819454637,66423.05575831923,69684.30964575228,76321.26455711266,85720.57704725202,96376.397182431,95843.23054332464,92515.9258299258
2861,Sharkey County,MS,,,,,,,,,,,,,,,,,,,,,,,120062.63842973928,101234.57341566682,103352.42918792884
2862,Nuckolls County,NE,,,,,,,,,,,,,,,,,65713.9319195938,62413.47555809313,70673.38299816522,71735.62250637321,73681.71505886382,85967.56778204227,99434.62916915788,99955.74697608135,101358.29716806657
2863,Union County,NM,,,,,,,,,,,,,,,,,73111.72450691195,81777.73496769182,87106.4619019106,80381.64773869122,83825.18082157672,94849.0366245544,98244.23031740436,98498.49971424998,104939.73838205264
2864,Stafford County,KS,,,,,,,,,,,,,,,,,55837.77444342012,53073.6223378073,52503.02087985299,55156.50199504697,63645.92976692508,73180.25854397156,83576.59574746697,81227.36286023799,85248.71243302054
2865,Owsley County,KY,,,,,,,,,,,,,,,,,75102.67921918955,74034.5542549985,85316.85644682273,90721.53846063909,99106.43647994088,121236.80436339596,139159.1239845296,132461.12256838268,131512.53581004328
2866,Schuyler County,MO,,,,,,,,,,,,,,,,,86785.36842550753,90697.44563170768,101195.27237637225,107297.37399955808,116358.4320873776,141823.03396263337,157965.48232905322,151226.27006475304,147354.87528312247
2867,Meade County,KS,,,,,,,,,,,,,,,,,65454.67575027601,64991.38448523408,66161.07479489328,69042.46779103197,80909.95355246706,91723.42384442966,105698.01350060008,107717.13805849162,113588.01287998486
2868,Dunn County,ND,,,,,,,,,,,,,,,,,263313.68317424663,279574.59671568195,274065.1785620786,277365.2400317012,287258.317849508,302722.3602038809,328627.170433077,314271.27384216833,320518.7061041386
2869,Storey County,NV,,,,,,,,,,182215.8843878482,160023.10744166767,140603.3904840053,141184.3607668643,161560.3100425042,193059.89241414308,216973.0106579429,239661.65001285932,263277.2411013152,295174.41699194774,311442.46807039744,346813.85771582363,412731.028863152,458327.27688583295,445013.8920718446,453259.1444481786
2870,Valley County,NE,,,,,,,,,,,,,,,,,96978.84736410882,101857.05689527452,107441.86515083602,112424.03043979708,123357.9653460181,142004.0789746519,159314.91176039903,167801.10917803808,172535.8469253866
